order_id,order_date,ship_date,estimated_delivery_date,customer_id,state,city,carrier,order_value,weight_kg,status
3018,2024-12-01,,2024-12-04,CUST_0018,GO,Anápolis,TransLog,353.39,3.64,in_transit
3019,2024-07-03,,2024-07-10,CUST_0019,RS,Caxias do Sul,TransLog,358.77,6.68,in_transit
3020,2024-03-30,2024-04-07,2024-04-06,CUST_0020,CE,Caucaia,FastShip,139.24,6.98,delivered
3021,2024-07-19,2024-07-23,2024-07-21,CUST_0021,RS,Caxias do Sul,FastShip,58.95,7.23,delivered
3022,2024-06-06,,2024-06-13,CUST_0022,PR,Curitiba,TransLog,214.38,2.94,in_transit
3023,2024-06-05,2024-06-13,2024-06-08,CUST_0023,PE,Olinda,LocalEx,96.42,1.75,delivered
3024,2024-03-11,2024-03-17,2024-03-16,CUST_0024,SP,Santos,LocalEx,308.51,1.18,delivered
3025,2024-05-23,2024-06-03,2024-05-28,CUST_0025,GO,Goiânia,FastShip,95.96,0.84,delivered
3026,2024-06-10,2024-06-16,2024-06-12,CUST_0026,CE,Fortaleza,TransLog,530.8,5.27,delivered
3027,2024-09-21,2024-10-02,2024-09-27,CUST_0027,SC,Joinville,TransLog,338.01,4.11,delivered
3028,2024-09-06,2024-09-20,2024-09-14,CUST_0028,SP,São Paulo,FastShip,184.85,6.61,delivered
3029,2024-07-07,2024-07-10,2024-07-10,CUST_0029,PE,Olinda,LocalEx,204.86,6.63,delivered
3030,2024-05-17,2024-05-24,2024-05-22,CUST_0030,PR,Maringá,LocalEx,456.39,5.85,delivered
3031,2024-09-03,2024-09-08,2024-09-05,CUST_0031,PR,Maringá,LocalEx,595.73,4.47,delivered
3032,2024-07-05,2024-07-18,2024-07-13,CUST_0032,PE,Recife,FastShip,538.39,6.96,delivered
3033,2024-02-05,2024-02-05,2024-02-07,CUST_0033,PR,Maringá,FastShip,68.08,4.14,delivered
3034,2024-03-22,2024-03-29,2024-03-25,CUST_0034,SP,Campinas,LocalEx,557.88,4.71,delivered
3035,2024-01-02,2024-01-07,2024-01-07,CUST_0035,RJ,Niterói,TransLog,489.57,2.59,delivered
3036,2024-06-25,2024-07-03,2024-06-30,CUST_0036,RS,Porto Alegre,TransLog,271.91,3.62,delivered
3037,2024-02-17,2024-02-28,2024-02-22,CUST_0037,MG,Belo Horizonte,TransLog,349.75,4.19,delivered
3038,2024-09-14,2024-09-23,2024-09-22,CUST_0038,PR,Maringá,FastShip,215.45,6.69,delivered
3039,2024-10-14,2024-10-19,2024-10-16,CUST_0039,SC,Florianópolis,LocalEx,160.17,6.6,delivered
3040,2024-10-26,,2024-11-02,CUST_0040,RS,Caxias do Sul,LocalEx,377.93,2.7,in_transit
3041,2024-09-06,,2024-09-08,CUST_0041,SP,São Paulo,LocalEx,273.2,5.43,in_transit
3042,2024-09-22,2024-10-01,2024-09-28,CUST_0042,GO,Anápolis,TransLog,223.72,7.07,delivered
3043,2024-09-06,2024-09-17,2024-09-13,CUST_0043,BA,Feira de Santana,FastShip,507.09,1.78,delivered
3044,2024-05-05,,2024-05-07,CUST_0044,RS,Caxias do Sul,TransLog,114.37,6.83,in_transit
3045,2024-04-18,2024-04-21,2024-04-21,CUST_0045,RJ,Rio de Janeiro,LocalEx,52.88,2.24,delivered
3046,2024-12-23,2025-01-02,2024-12-28,CUST_0046,RJ,Niterói,TransLog,450.29,5.98,delivered
3047,2024-11-26,,2024-12-02,CUST_0047,PR,Curitiba,TransLog,488.33,7.74,in_transit
3048,2024-08-12,2024-08-19,2024-08-15,CUST_0048,PE,Olinda,LocalEx,480.42,7.49,delivered
3049,2024-05-08,2024-05-11,2024-05-13,CUST_0049,BA,Salvador,FastShip,80.25,0.57,delivered
3050,2024-10-07,,2024-10-14,CUST_0050,RJ,Rio de Janeiro,TransLog,372.59,0.52,in_transit
3051,2024-03-04,2024-03-16,2024-03-11,CUST_0051,BA,Feira de Santana,TransLog,453.81,3.08,delivered
3052,2024-05-03,2024-05-08,2024-05-10,CUST_0052,CE,Fortaleza,FastShip,92.05,3.66,delivered
3053,2024-08-23,2024-08-30,2024-08-26,CUST_0053,RJ,Niterói,LocalEx,344.09,6.7,delivered
3054,2024-09-07,2024-09-15,2024-09-10,CUST_0054,PE,Olinda,TransLog,488.78,6.97,delivered
3055,2024-03-29,2024-03-29,2024-03-31,CUST_0055,MG,Uberlândia,LocalEx,195.01,6.11,delivered
3056,2024-11-29,2024-12-03,2024-12-02,CUST_0056,PR,Maringá,FastShip,165.91,5.81,delivered
3057,2024-08-18,2024-08-24,2024-08-26,CUST_0057,MG,Uberlândia,FastShip,182.35,5.49,delivered
3058,2024-01-03,2024-01-04,2024-01-05,CUST_0058,RJ,Niterói,TransLog,502.74,5.47,delivered
3059,2024-12-29,2025-01-05,2025-01-04,CUST_0059,RJ,Rio de Janeiro,FastShip,592.45,7.86,delivered
3060,2024-08-09,,2024-08-15,CUST_0060,RJ,Rio de Janeiro,TransLog,235.52,6.62,in_transit
3061,2024-01-18,2024-01-26,2024-01-26,CUST_0061,SC,Florianópolis,FastShip,511.2,6.46,delivered
3062,2024-08-14,2024-08-22,2024-08-19,CUST_0062,SP,Santos,LocalEx,491.7,1.82,delivered
3063,2024-01-05,2024-01-11,2024-01-08,CUST_0063,MG,Uberlândia,LocalEx,104.51,1.96,delivered
3064,2024-04-20,2024-04-26,2024-04-24,CUST_0064,RJ,Niterói,FastShip,370.53,0.82,delivered
3065,2024-10-24,2024-11-02,2024-11-01,CUST_0065,SP,São Paulo,TransLog,144.76,7.53,delivered
3066,2024-04-26,2024-05-05,2024-05-02,CUST_0066,PR,Curitiba,TransLog,357.14,4.1,delivered
3067,2024-09-26,2024-10-06,2024-10-02,CUST_0067,BA,Salvador,FastShip,297.53,6.33,delivered
3068,2024-01-11,2024-01-13,2024-01-13,CUST_0068,BA,Feira de Santana,LocalEx,530.49,0.48,delivered
3069,2024-03-06,2024-03-19,2024-03-14,CUST_0069,SC,Joinville,FastShip,257.88,4.71,delivered
3070,2024-02-19,2024-02-26,2024-02-23,CUST_0070,GO,Anápolis,LocalEx,566.42,3.59,delivered
3071,2024-10-15,2024-10-22,2024-10-18,CUST_0071,PE,Olinda,LocalEx,350.78,2.69,delivered
3072,2024-12-03,2024-12-12,2024-12-11,CUST_0072,SC,Joinville,LocalEx,389.32,4.75,delivered
3073,2024-03-16,2024-03-23,2024-03-23,CUST_0073,PR,Maringá,FastShip,139.93,2.89,delivered
3074,2024-09-03,2024-09-14,2024-09-10,CUST_0074,SC,Florianópolis,LocalEx,233.17,7.76,delivered
3075,2024-01-11,2024-01-16,2024-01-16,CUST_0075,SP,Santos,FastShip,439.67,4.59,delivered
3076,2024-04-05,2024-04-07,2024-04-09,CUST_0076,SC,Joinville,LocalEx,403.78,3.95,delivered
3077,2024-08-04,2024-08-14,2024-08-08,CUST_0077,PR,Maringá,FastShip,224.83,7.58,delivered
3078,2024-10-15,2024-10-19,2024-10-21,CUST_0078,PR,Curitiba,LocalEx,347.56,1.68,delivered
3079,2024-01-16,2024-01-24,2024-01-23,CUST_0079,PE,Olinda,TransLog,344.16,7.11,delivered
3080,2024-09-29,,2024-10-07,CUST_0080,SP,Campinas,LocalEx,249.96,1.34,in_transit
3081,2024-11-19,2024-12-01,2024-11-26,CUST_0081,PR,Curitiba,LocalEx,82.51,2.91,delivered
3082,2024-06-28,2024-07-05,2024-07-05,CUST_0082,GO,Anápolis,FastShip,217.7,7.49,delivered
3083,2024-11-23,2024-11-28,2024-11-27,CUST_0083,GO,Goiânia,FastShip,339.2,5.64,delivered
3084,2024-12-15,2024-12-24,2024-12-23,CUST_0084,GO,Goiânia,LocalEx,587.68,5.97,delivered
3085,2024-05-02,2024-05-09,2024-05-07,CUST_0085,SP,Santos,FastShip,321.97,7.98,delivered
3086,2024-10-23,2024-11-02,2024-10-29,CUST_0086,SC,Florianópolis,LocalEx,323.46,0.95,delivered
3087,2024-04-05,2024-04-09,2024-04-08,CUST_0087,SP,Campinas,FastShip,514.83,2.47,delivered
3088,2024-09-17,2024-09-24,2024-09-21,CUST_0088,RJ,Niterói,FastShip,563.65,4.66,delivered
3089,2024-03-28,,2024-04-03,CUST_0089,BA,Feira de Santana,FastShip,76.87,5.12,in_transit
3090,2024-07-11,2024-07-16,2024-07-17,CUST_0090,SC,Joinville,TransLog,530.43,5.68,delivered
3091,2024-06-03,2024-06-15,2024-06-09,CUST_0091,PR,Curitiba,TransLog,381.63,1.29,delivered
3092,2024-10-23,2024-11-01,2024-10-29,CUST_0092,CE,Caucaia,FastShip,405.79,1.31,delivered
3093,2024-01-21,2024-02-03,2024-01-28,CUST_0093,RJ,Niterói,LocalEx,463.13,1.83,delivered
3094,2024-06-25,2024-07-04,2024-07-01,CUST_0094,GO,Goiânia,LocalEx,83.39,6.2,delivered
3095,2024-08-06,2024-08-16,2024-08-12,CUST_0095,SC,Joinville,LocalEx,355.42,7.97,delivered
3096,2024-02-14,2024-02-25,2024-02-19,CUST_0096,CE,Caucaia,FastShip,232.98,6.14,delivered
3097,2024-08-31,2024-09-04,2024-09-05,CUST_0097,RJ,Niterói,FastShip,184.93,1.51,delivered
3098,2024-04-22,2024-04-28,2024-04-29,CUST_0098,CE,Fortaleza,TransLog,525.69,2.0,delivered
3099,2024-08-16,2024-08-28,2024-08-23,CUST_0099,BA,Salvador,TransLog,152.92,5.76,delivered
3100,2024-04-28,2024-05-05,2024-05-05,CUST_0100,RS,Porto Alegre,FastShip,226.5,0.65,delivered
3101,2024-06-19,,2024-06-21,CUST_0101,CE,Fortaleza,TransLog,464.04,4.53,in_transit
3102,2024-10-26,,2024-10-28,CUST_0102,PE,Recife,LocalEx,359.12,3.33,in_transit
3103,2024-10-20,,2024-10-24,CUST_0103,CE,Fortaleza,TransLog,402.51,6.58,in_transit
3104,2024-10-04,,2024-10-07,CUST_0104,BA,Feira de Santana,TransLog,239.16,3.08,in_transit
3105,2024-08-04,2024-08-10,2024-08-12,CUST_0105,RS,Caxias do Sul,LocalEx,260.82,2.19,delivered
3106,2024-01-26,2024-02-02,2024-02-02,CUST_0106,MG,Belo Horizonte,FastShip,484.29,7.45,delivered
3107,2024-02-20,2024-02-24,2024-02-26,CUST_0107,MG,Belo Horizonte,FastShip,452.48,0.46,delivered
3108,2024-05-05,2024-05-15,2024-05-11,CUST_0108,SC,Florianópolis,LocalEx,418.24,2.18,delivered
3109,2024-08-15,2024-08-20,2024-08-19,CUST_0109,PE,Olinda,FastShip,574.84,5.81,delivered
3110,2024-04-01,2024-04-11,2024-04-06,CUST_0110,BA,Feira de Santana,TransLog,534.71,3.92,delivered
3111,2024-03-30,2024-04-11,2024-04-05,CUST_0111,CE,Fortaleza,TransLog,391.47,7.6,delivered
3112,2024-02-25,2024-03-05,2024-03-01,CUST_0112,BA,Feira de Santana,LocalEx,374.6,4.04,delivered
3113,2024-01-31,2024-02-09,2024-02-04,CUST_0113,SC,Florianópolis,FastShip,444.42,0.68,delivered
3114,2024-01-24,2024-01-25,2024-01-26,CUST_0114,MG,Uberlândia,FastShip,67.03,3.14,delivered
3115,2024-01-21,2024-02-02,2024-01-27,CUST_0115,SC,Florianópolis,FastShip,197.84,4.74,delivered
3116,2024-12-08,,2024-12-11,CUST_0116,RS,Caxias do Sul,TransLog,523.37,2.79,in_transit
3117,2024-01-03,2024-01-14,2024-01-10,CUST_0117,SC,Florianópolis,TransLog,118.72,7.19,delivered
3118,2024-08-28,2024-09-02,2024-08-30,CUST_0118,RJ,Niterói,LocalEx,125.59,4.62,delivered
3119,2024-08-04,2024-08-13,2024-08-07,CUST_0119,SP,Campinas,LocalEx,261.18,5.42,delivered
3120,2024-02-03,2024-02-10,2024-02-07,CUST_0120,MG,Belo Horizonte,TransLog,312.07,5.95,delivered
3121,2024-09-30,2024-10-10,2024-10-04,CUST_0121,CE,Caucaia,LocalEx,248.28,0.78,delivered
3122,2024-05-27,2024-06-02,2024-05-31,CUST_0122,SP,Campinas,LocalEx,512.58,3.73,delivered
3123,2024-08-13,2024-08-20,2024-08-21,CUST_0123,PR,Curitiba,TransLog,237.14,3.76,delivered
3124,2024-01-01,2024-01-11,2024-01-06,CUST_0124,PR,Curitiba,FastShip,408.81,3.37,delivered
3125,2024-03-09,2024-03-16,2024-03-14,CUST_0125,PR,Curitiba,FastShip,79.06,1.4,delivered
3126,2024-07-27,2024-08-06,2024-08-01,CUST_0126,SC,Florianópolis,LocalEx,395.26,0.77,delivered
3127,2024-01-10,2024-01-19,2024-01-13,CUST_0127,BA,Salvador,LocalEx,280.52,4.69,delivered
3128,2024-09-08,2024-09-14,2024-09-11,CUST_0128,BA,Feira de Santana,LocalEx,447.04,2.39,delivered
3129,2024-11-12,2024-11-17,2024-11-19,CUST_0129,MG,Belo Horizonte,LocalEx,564.47,3.96,delivered
3130,2024-08-10,2024-08-22,2024-08-16,CUST_0130,RS,Porto Alegre,FastShip,482.59,1.84,delivered
3131,2024-07-07,2024-07-17,2024-07-11,CUST_0131,PE,Olinda,FastShip,403.8,4.5,delivered
3132,2024-03-03,,2024-03-07,CUST_0132,GO,Goiânia,FastShip,494.29,6.39,in_transit
3133,2024-05-20,2024-05-27,2024-05-24,CUST_0133,BA,Feira de Santana,TransLog,441.7,0.68,delivered
3134,2024-05-04,2024-05-09,2024-05-10,CUST_0134,GO,Anápolis,LocalEx,377.47,3.99,delivered
3135,2024-03-25,2024-03-30,2024-03-29,CUST_0135,SP,São Paulo,LocalEx,170.87,6.86,delivered
3136,2024-08-08,2024-08-21,2024-08-16,CUST_0136,MG,Belo Horizonte,FastShip,529.71,6.33,delivered
3137,2024-09-27,2024-10-02,2024-10-02,CUST_0137,SP,Santos,LocalEx,206.45,5.55,delivered
3138,2024-03-03,2024-03-06,2024-03-07,CUST_0138,RJ,Niterói,TransLog,298.37,0.99,delivered
3139,2024-01-25,2024-01-30,2024-02-01,CUST_0139,RS,Caxias do Sul,FastShip,125.87,5.44,delivered
3140,2024-10-10,2024-10-17,2024-10-16,CUST_0140,SC,Joinville,LocalEx,583.46,7.87,delivered
3141,2024-07-29,2024-08-10,2024-08-04,CUST_0141,GO,Anápolis,TransLog,522.08,6.98,delivered
3142,2024-11-14,2024-11-18,2024-11-19,CUST_0142,GO,Anápolis,LocalEx,227.8,7.53,delivered
3143,2024-08-29,2024-09-03,2024-09-02,CUST_0143,GO,Anápolis,TransLog,206.92,3.19,delivered
3144,2024-10-22,2024-10-30,2024-10-25,CUST_0144,PR,Curitiba,TransLog,562.48,3.88,delivered
3145,2024-01-13,2024-01-13,2024-01-15,CUST_0145,RJ,Rio de Janeiro,TransLog,197.67,5.42,delivered
3146,2024-03-09,2024-03-12,2024-03-13,CUST_0146,BA,Salvador,FastShip,361.96,2.64,delivered
3147,2024-02-18,2024-03-02,2024-02-26,CUST_0147,MG,Belo Horizonte,TransLog,494.19,1.28,delivered
3148,2024-12-01,2024-12-11,2024-12-07,CUST_0148,PE,Olinda,LocalEx,510.09,1.35,delivered
3149,2024-12-16,2024-12-23,2024-12-20,CUST_0149,SC,Joinville,TransLog,158.76,5.01,delivered
3150,2024-09-25,2024-10-04,2024-10-02,CUST_0150,MG,Uberlândia,TransLog,349.28,1.94,delivered
3151,2024-10-19,2024-10-31,2024-10-27,CUST_0151,RJ,Rio de Janeiro,FastShip,190.43,1.12,delivered
3152,2024-05-21,2024-05-30,2024-05-25,CUST_0152,PE,Olinda,FastShip,82.32,2.14,delivered
3153,2024-08-01,2024-08-05,2024-08-06,CUST_0153,RJ,Rio de Janeiro,FastShip,70.93,4.66,delivered
3154,2024-09-18,,2024-09-24,CUST_0154,BA,Salvador,TransLog,291.07,0.86,in_transit
3155,2024-11-30,,2024-12-03,CUST_0155,RJ,Rio de Janeiro,LocalEx,357.98,3.76,in_transit
3156,2024-01-09,2024-01-16,2024-01-17,CUST_0156,CE,Fortaleza,FastShip,220.31,2.53,delivered
3157,2024-12-12,2024-12-15,2024-12-14,CUST_0157,GO,Goiânia,FastShip,254.18,0.71,delivered
3158,2024-05-22,2024-05-30,2024-05-27,CUST_0158,RS,Caxias do Sul,FastShip,512.37,3.21,delivered
3159,2024-01-12,,2024-01-20,CUST_0159,RJ,Niterói,FastShip,281.05,5.24,in_transit
3160,2024-04-25,2024-05-07,2024-05-01,CUST_0160,PR,Maringá,TransLog,288.87,3.42,delivered
3161,2024-08-06,2024-08-08,2024-08-09,CUST_0161,RS,Caxias do Sul,LocalEx,415.26,2.79,delivered
3162,2024-12-24,2025-01-05,2025-01-01,CUST_0162,GO,Goiânia,FastShip,184.06,5.37,delivered
3163,2024-07-04,2024-07-10,2024-07-06,CUST_0163,BA,Salvador,TransLog,76.68,1.14,delivered
3164,2024-01-21,2024-02-02,2024-01-28,CUST_0164,SC,Joinville,TransLog,558.39,7.35,delivered
3165,2024-10-25,2024-10-31,2024-10-31,CUST_0165,RS,Porto Alegre,LocalEx,356.32,3.36,delivered
3166,2024-06-19,2024-07-01,2024-06-26,CUST_0166,PE,Recife,LocalEx,208.79,6.47,delivered
3167,2024-06-27,2024-06-29,2024-06-29,CUST_0167,RS,Caxias do Sul,FastShip,562.88,2.84,delivered
3168,2024-02-27,2024-03-01,2024-03-03,CUST_0168,SP,Santos,FastShip,276.05,3.29,delivered
3169,2024-08-17,2024-08-28,2024-08-24,CUST_0169,PR,Maringá,LocalEx,233.31,0.69,delivered
3170,2024-09-20,2024-09-27,2024-09-25,CUST_0170,BA,Salvador,TransLog,473.86,3.41,delivered
3171,2024-04-14,2024-04-26,2024-04-22,CUST_0171,RJ,Niterói,FastShip,535.05,1.32,delivered
3172,2024-10-14,,2024-10-20,CUST_0172,SP,Santos,LocalEx,511.75,4.37,in_transit
3173,2024-05-10,2024-05-13,2024-05-12,CUST_0173,MG,Belo Horizonte,TransLog,111.99,2.96,delivered
3174,2024-07-21,2024-07-29,2024-07-26,CUST_0174,RS,Porto Alegre,TransLog,169.61,6.03,delivered
3175,2024-04-12,2024-04-14,2024-04-16,CUST_0175,RJ,Rio de Janeiro,TransLog,583.68,4.06,delivered
3176,2024-11-29,2024-12-03,2024-12-01,CUST_0176,MG,Belo Horizonte,TransLog,382.87,2.37,delivered
3177,2024-08-20,2024-08-29,2024-08-24,CUST_0177,GO,Goiânia,LocalEx,456.83,5.46,delivered
3178,2024-05-05,,2024-05-10,CUST_0178,MG,Uberlândia,FastShip,305.26,2.75,in_transit
3179,2024-12-31,2025-01-02,2025-01-04,CUST_0179,CE,Caucaia,TransLog,435.2,4.44,delivered
3180,2024-05-23,2024-05-30,2024-05-26,CUST_0180,GO,Goiânia,LocalEx,124.71,3.26,delivered
3181,2024-08-27,2024-09-06,2024-09-02,CUST_0181,PR,Curitiba,FastShip,332.69,0.71,delivered
3182,2024-05-12,2024-05-17,2024-05-18,CUST_0182,MG,Belo Horizonte,LocalEx,508.32,5.33,delivered
3183,2024-09-21,2024-09-22,2024-09-23,CUST_0183,GO,Anápolis,LocalEx,323.88,3.97,delivered
3184,2024-05-19,2024-05-28,2024-05-22,CUST_0184,PR,Curitiba,LocalEx,506.64,0.67,delivered
3185,2024-05-01,,2024-05-09,CUST_0185,SP,Campinas,TransLog,292.96,0.47,in_transit
3186,2024-06-26,2024-07-07,2024-07-03,CUST_0186,BA,Feira de Santana,FastShip,228.58,4.3,delivered
3187,2024-09-25,2024-10-05,2024-09-29,CUST_0187,CE,Fortaleza,FastShip,594.6,2.59,delivered
3188,2024-10-21,2024-10-30,2024-10-28,CUST_0188,MG,Belo Horizonte,LocalEx,566.98,7.9,delivered
3189,2024-11-02,2024-11-11,2024-11-08,CUST_0189,MG,Uberlândia,FastShip,317.51,0.49,delivered
3190,2024-06-13,2024-06-15,2024-06-17,CUST_0190,PR,Curitiba,LocalEx,185.72,2.57,delivered
3191,2024-03-22,2024-03-28,2024-03-27,CUST_0191,SP,Campinas,TransLog,119.21,6.82,delivered
3192,2024-01-12,2024-01-19,2024-01-15,CUST_0192,SP,São Paulo,TransLog,390.58,3.71,delivered
3193,2024-11-09,2024-11-22,2024-11-17,CUST_0193,GO,Anápolis,FastShip,440.53,2.75,delivered
3194,2024-01-25,2024-02-01,2024-01-31,CUST_0194,SC,Florianópolis,FastShip,54.32,1.19,delivered
3195,2024-12-18,2024-12-30,2024-12-24,CUST_0195,RS,Caxias do Sul,FastShip,232.34,1.44,delivered
3196,2024-06-14,,2024-06-18,CUST_0196,PE,Olinda,LocalEx,289.13,3.33,in_transit
3197,2024-06-11,2024-06-20,2024-06-14,CUST_0197,SC,Joinville,TransLog,263.78,7.22,delivered
3198,2024-04-25,2024-05-01,2024-05-02,CUST_0198,CE,Caucaia,TransLog,151.28,6.05,delivered
3199,2024-12-17,2024-12-28,2024-12-22,CUST_0199,RJ,Rio de Janeiro,FastShip,443.67,4.46,delivered
3200,2024-10-07,,2024-10-14,CUST_0200,SP,São Paulo,LocalEx,434.49,4.76,in_transit
3201,2024-09-24,2024-10-02,2024-10-01,CUST_0201,PE,Olinda,FastShip,84.29,1.07,delivered
3202,2024-01-10,2024-01-18,2024-01-17,CUST_0202,BA,Salvador,LocalEx,196.84,3.95,delivered
3203,2024-06-27,2024-07-06,2024-07-05,CUST_0203,RS,Caxias do Sul,LocalEx,509.51,1.46,delivered
3204,2024-06-17,2024-06-27,2024-06-25,CUST_0204,RS,Caxias do Sul,FastShip,384.17,7.6,delivered
3205,2024-12-20,2024-12-25,2024-12-27,CUST_0205,PE,Olinda,TransLog,556.46,0.88,delivered
3206,2024-01-12,2024-01-18,2024-01-18,CUST_0206,RJ,Niterói,TransLog,237.15,6.83,delivered
3207,2024-05-27,2024-06-01,2024-05-29,CUST_0207,PE,Olinda,FastShip,260.02,2.78,delivered
3208,2024-12-19,2025-01-01,2024-12-26,CUST_0208,RS,Porto Alegre,TransLog,549.62,7.93,delivered
3209,2024-10-03,2024-10-12,2024-10-06,CUST_0209,CE,Caucaia,TransLog,426.77,5.99,delivered
3210,2024-12-21,2024-12-27,2024-12-25,CUST_0210,PR,Maringá,LocalEx,522.32,5.61,delivered
3211,2024-12-25,2025-01-06,2024-12-31,CUST_0211,BA,Feira de Santana,TransLog,275.22,2.85,delivered
3212,2024-01-21,2024-01-23,2024-01-24,CUST_0212,PE,Olinda,LocalEx,494.89,0.52,delivered
3213,2024-11-26,,2024-12-02,CUST_0213,SP,São Paulo,LocalEx,260.87,4.98,in_transit
3214,2024-05-24,2024-05-28,2024-05-30,CUST_0214,BA,Feira de Santana,FastShip,359.22,2.15,delivered
3215,2024-08-03,2024-08-08,2024-08-06,CUST_0215,RJ,Rio de Janeiro,FastShip,454.97,4.62,delivered
3216,2024-05-21,,2024-05-24,CUST_0216,RJ,Niterói,LocalEx,569.12,4.54,in_transit
3217,2024-10-13,2024-10-22,2024-10-18,CUST_0217,SC,Florianópolis,LocalEx,89.72,7.45,delivered
3218,2024-11-22,2024-11-23,2024-11-25,CUST_0218,SP,São Paulo,LocalEx,145.72,2.81,delivered
3219,2024-02-28,2024-03-04,2024-03-02,CUST_0219,GO,Goiânia,TransLog,152.05,4.1,delivered
3220,2024-10-02,2024-10-02,2024-10-04,CUST_0220,SP,Santos,LocalEx,111.38,5.73,delivered
3221,2024-05-08,,2024-05-13,CUST_0221,MG,Uberlândia,LocalEx,498.24,3.43,in_transit
3222,2024-02-11,2024-02-18,2024-02-16,CUST_0222,MG,Uberlândia,FastShip,103.02,3.62,delivered
3223,2024-04-09,2024-04-11,2024-04-11,CUST_0223,BA,Feira de Santana,TransLog,341.01,6.41,delivered
3224,2024-02-27,,2024-03-05,CUST_0224,RJ,Niterói,TransLog,267.98,0.64,in_transit
3225,2024-06-06,2024-06-18,2024-06-14,CUST_0225,RJ,Rio de Janeiro,TransLog,304.37,6.86,delivered
3226,2024-06-22,2024-06-29,2024-06-27,CUST_0226,PR,Curitiba,FastShip,577.43,5.89,delivered
3227,2024-11-14,2024-11-17,2024-11-17,CUST_0227,PR,Maringá,LocalEx,78.63,2.34,delivered
3228,2024-11-24,2024-11-30,2024-11-27,CUST_0228,MG,Belo Horizonte,LocalEx,441.32,6.27,delivered
3229,2024-05-17,,2024-05-21,CUST_0229,MG,Belo Horizonte,FastShip,189.4,5.92,in_transit
3230,2024-11-26,2024-12-08,2024-12-03,CUST_0230,GO,Anápolis,LocalEx,497.49,7.73,delivered
3231,2024-10-07,2024-10-16,2024-10-14,CUST_0231,RJ,Rio de Janeiro,TransLog,464.89,5.49,delivered
3232,2024-08-24,,2024-08-31,CUST_0232,RJ,Niterói,FastShip,180.47,1.25,in_transit
3233,2024-06-28,2024-06-30,2024-07-02,CUST_0233,BA,Feira de Santana,TransLog,350.25,7.47,delivered
3234,2024-03-27,,2024-03-29,CUST_0234,PR,Maringá,TransLog,235.24,2.31,in_transit
3235,2024-03-17,2024-03-23,2024-03-19,CUST_0235,BA,Salvador,TransLog,117.77,0.61,delivered
3236,2024-01-16,2024-01-23,2024-01-20,CUST_0236,SP,Santos,LocalEx,554.33,6.84,delivered
3237,2024-08-27,2024-09-04,2024-09-03,CUST_0237,RJ,Rio de Janeiro,TransLog,464.11,2.36,delivered
3238,2024-12-20,,2024-12-24,CUST_0238,SP,São Paulo,FastShip,59.23,2.45,in_transit
3239,2024-06-08,2024-06-12,2024-06-10,CUST_0239,PE,Recife,TransLog,315.67,7.7,delivered
3240,2024-08-23,2024-08-30,2024-08-30,CUST_0240,PR,Maringá,FastShip,364.27,7.36,delivered
3241,2024-02-11,2024-02-18,2024-02-18,CUST_0241,RJ,Rio de Janeiro,LocalEx,485.28,6.89,delivered
3242,2024-04-02,2024-04-11,2024-04-09,CUST_0242,PE,Recife,TransLog,414.76,4.4,delivered
3243,2024-08-07,2024-08-10,2024-08-09,CUST_0243,PR,Curitiba,LocalEx,271.92,1.9,delivered
