order_id,order_date,ship_date,estimated_delivery_date,customer_id,state,city,carrier,order_value,weight_kg,status
5028,2024-03-26,2024-04-03,2024-04-01,CUST_00028,BA,Salvador,LocalEx,145.67,2.78,delivered
5029,2024-12-30,2025-01-03,2025-01-02,CUST_00029,SP,Santos,TransLog,330.73,8.55,delivered
5030,2024-08-15,2024-08-18,2024-08-18,CUST_00030,PE,Olinda,FastShip,143.71,5.29,delivered
5031,2024-12-09,2024-12-18,2024-12-16,CUST_00031,PR,Maringá,FastShip,332.96,5.14,delivered
5032,2024-02-10,2024-02-14,2024-02-12,CUST_00032,MG,Uberlândia,FastShip,312.78,0.56,delivered
5033,2024-12-08,2024-12-12,2024-12-12,CUST_00033,SP,São Paulo,FastShip,1195.04,3.91,delivered
5034,2024-09-01,,2024-09-06,CUST_00034,MG,Belo Horizonte,TransLog,316.4,6.86,in_transit
5035,2024-12-03,2024-12-16,2024-12-10,CUST_00035,GO,Goiânia,TransLog,567.26,2.37,delivered
5036,2024-01-25,2024-02-07,2024-02-01,CUST_00036,RS,Caxias do Sul,FastShip,395.93,1.74,delivered
5037,2024-07-02,2024-07-02,2024-07-04,CUST_00037,SC,Joinville,TransLog,327.91,1.06,delivered
5038,2024-12-08,2024-12-13,2024-12-13,CUST_00038,RJ,Rio de Janeiro,FastShip,344.58,9.18,delivered
5039,2024-01-31,2024-02-10,2024-02-06,CUST_00039,PR,Maringá,FastShip,418.9,8.56,delivered
5040,2024-01-24,2024-02-04,2024-01-29,CUST_00040,SC,Florianópolis,FastShip,534.26,0.34,delivered
5041,2024-11-25,2024-12-08,2024-11-28,CUST_00041,SP,São Paulo,LocalEx,883.76,8.11,delivered
5042,2024-12-01,,2024-12-09,CUST_00042,MG,Uberlândia,FastShip,676.95,9.95,in_transit
5043,2024-12-06,,2024-12-10,CUST_00043,GO,Goiânia,LocalEx,496.91,1.31,in_transit
5044,2024-05-26,,2024-06-01,CUST_00044,RS,Caxias do Sul,LocalEx,358.87,9.16,in_transit
5045,2024-11-22,2024-11-28,2024-11-29,CUST_00045,RS,Caxias do Sul,TransLog,1839.64,9.03,delivered
5046,2024-11-26,2024-12-09,2024-11-29,CUST_00046,PR,Curitiba,TransLog,794.85,6.12,delivered
5047,2024-02-29,2024-03-08,2024-03-04,CUST_00047,GO,Anápolis,FastShip,127.63,4.66,delivered
5048,2024-03-02,2024-03-11,2024-03-08,CUST_00048,BA,Feira de Santana,TransLog,65.06,7.07,delivered
5049,2024-03-08,2024-03-19,2024-03-15,CUST_00049,BA,Salvador,FastShip,89.6,5.24,delivered
5050,2024-07-05,2024-07-15,2024-07-10,CUST_00050,GO,Goiânia,TransLog,412.01,3.11,delivered
5051,2024-09-18,2024-10-02,2024-09-26,CUST_00051,PR,Curitiba,FastShip,231.0,6.35,delivered
5052,2024-05-12,,2024-05-16,CUST_00052,BA,Salvador,LocalEx,732.4,5.83,in_transit
5053,2024-02-05,2024-02-11,2024-02-09,CUST_00053,RS,Porto Alegre,FastShip,41.24,0.74,delivered
5054,2024-05-18,2024-06-01,2024-05-26,CUST_00054,MG,Belo Horizonte,FastShip,293.95,4.6,delivered
5055,2024-12-03,2024-12-12,2024-12-08,CUST_00055,PR,Maringá,FastShip,1172.71,3.04,delivered
5056,2024-01-09,2024-01-16,2024-01-16,CUST_00056,SC,Joinville,TransLog,584.56,1.39,delivered
5057,2024-12-02,,2024-12-10,CUST_00057,RS,Porto Alegre,FastShip,768.79,9.71,in_transit
5058,2024-09-18,2024-09-19,2024-09-21,CUST_00058,CE,Caucaia,TransLog,326.42,9.76,delivered
5059,2024-07-05,2024-07-09,2024-07-08,CUST_00059,MG,Belo Horizonte,TransLog,417.01,7.2,delivered
5060,2024-10-03,2024-10-05,2024-10-05,CUST_00060,PR,Curitiba,TransLog,298.4,3.78,delivered
5061,2024-04-25,2024-05-04,2024-05-01,CUST_00061,PE,Olinda,LocalEx,411.62,9.27,delivered
5062,2024-05-22,2024-05-25,2024-05-27,CUST_00062,GO,Goiânia,LocalEx,534.44,8.74,delivered
5063,2024-03-24,2024-04-04,2024-03-30,CUST_00063,SC,Florianópolis,FastShip,249.24,7.02,delivered
5064,2024-05-09,,2024-05-14,CUST_00064,RJ,Rio de Janeiro,LocalEx,333.1,3.47,in_transit
5065,2024-11-19,2024-12-01,2024-11-25,CUST_00065,SC,Joinville,FastShip,1521.13,6.73,delivered
5066,2024-12-09,2024-12-18,2024-12-11,CUST_00066,RS,Porto Alegre,LocalEx,972.35,3.7,delivered
5067,2024-03-22,2024-03-30,2024-03-30,CUST_00067,CE,Fortaleza,LocalEx,633.15,7.29,delivered
5068,2024-11-24,2024-11-27,2024-11-28,CUST_00068,SP,Santos,FastShip,481.14,0.49,delivered
5069,2024-05-23,2024-06-06,2024-05-31,CUST_00069,SC,Florianópolis,FastShip,274.76,8.7,delivered
5070,2024-05-26,2024-06-05,2024-05-30,CUST_00070,CE,Caucaia,TransLog,674.89,0.34,delivered
5071,2024-07-06,,2024-07-14,CUST_00071,MG,Belo Horizonte,FastShip,119.39,5.88,in_transit
5072,2024-04-05,2024-04-11,2024-04-09,CUST_00072,MG,Uberlândia,TransLog,451.1,7.71,delivered
5073,2024-06-28,2024-07-07,2024-07-03,CUST_00073,CE,Fortaleza,TransLog,601.78,5.07,delivered
5074,2024-11-18,,2024-11-24,CUST_00074,SC,Florianópolis,TransLog,275.05,5.56,in_transit
5075,2024-01-18,2024-01-31,2024-01-26,CUST_00075,MG,Uberlândia,LocalEx,57.43,7.99,delivered
5076,2024-05-25,2024-06-01,2024-06-02,CUST_00076,RS,Porto Alegre,TransLog,286.47,2.92,delivered
5077,2024-06-03,,2024-06-11,CUST_00077,PR,Maringá,TransLog,726.73,3.28,in_transit
5078,2024-12-03,2024-12-14,2024-12-06,CUST_00078,GO,Goiânia,LocalEx,559.83,7.55,delivered
5079,2024-12-03,2024-12-16,2024-12-10,CUST_00079,MG,Uberlândia,FastShip,1777.2,3.93,delivered
5080,2024-02-02,2024-02-07,2024-02-09,CUST_00080,CE,Caucaia,LocalEx,360.11,7.88,delivered
5081,2024-06-26,2024-07-04,2024-06-29,CUST_00081,PR,Curitiba,LocalEx,241.9,5.36,delivered
5082,2024-08-13,2024-08-18,2024-08-20,CUST_00082,CE,Caucaia,LocalEx,109.21,2.87,delivered
5083,2024-03-24,2024-03-26,2024-03-26,CUST_00083,RS,Caxias do Sul,LocalEx,738.98,2.28,delivered
5084,2024-01-24,,2024-01-29,CUST_00084,MG,Belo Horizonte,LocalEx,691.68,1.44,in_transit
5085,2024-08-28,2024-08-28,2024-08-30,CUST_00085,BA,Salvador,FastShip,425.29,6.07,delivered
5086,2024-11-28,,2024-12-06,CUST_00086,SC,Florianópolis,TransLog,1946.68,8.92,in_transit
5087,2024-07-09,,2024-07-14,CUST_00087,PR,Maringá,LocalEx,438.86,9.84,in_transit
5088,2024-12-07,2024-12-19,2024-12-12,CUST_00088,PR,Curitiba,FastShip,438.79,9.5,delivered
5089,2024-12-03,2024-12-18,2024-12-08,CUST_00089,BA,Salvador,FastShip,647.72,7.38,delivered
5090,2024-07-30,2024-08-01,2024-08-03,CUST_00090,PR,Curitiba,LocalEx,466.21,1.23,delivered
5091,2024-12-09,2024-12-21,2024-12-17,CUST_00091,SP,São Paulo,FastShip,1456.34,8.5,delivered
5092,2024-09-04,2024-09-12,2024-09-10,CUST_00092,PR,Maringá,FastShip,382.17,2.71,delivered
5093,2024-12-06,2024-12-14,2024-12-08,CUST_00093,SP,São Paulo,FastShip,103.64,0.9,delivered
5094,2024-10-02,2024-10-05,2024-10-07,CUST_00094,PE,Olinda,FastShip,391.36,3.82,delivered
5095,2024-04-07,2024-04-10,2024-04-11,CUST_00095,GO,Anápolis,TransLog,238.19,1.05,delivered
5096,2024-03-05,2024-03-17,2024-03-11,CUST_00096,GO,Goiânia,TransLog,237.4,3.04,delivered
5097,2024-11-28,2024-12-11,2024-12-06,CUST_00097,PR,Maringá,FastShip,284.54,9.38,delivered
5098,2024-01-03,2024-01-17,2024-01-11,CUST_00098,BA,Salvador,LocalEx,225.81,0.81,delivered
5099,2024-11-26,2024-12-04,2024-12-03,CUST_00099,RJ,Niterói,FastShip,1033.44,7.54,delivered
5100,2024-11-23,2024-12-01,2024-11-28,CUST_00100,RJ,Niterói,FastShip,698.14,9.2,delivered
5101,2024-01-10,,2024-01-17,CUST_00101,RJ,Rio de Janeiro,TransLog,306.74,4.05,in_transit
5102,2024-01-22,2024-01-23,2024-01-25,CUST_00102,SP,Campinas,FastShip,813.59,5.15,delivered
5103,2024-05-18,2024-05-30,2024-05-24,CUST_00103,BA,Feira de Santana,TransLog,526.86,7.2,delivered
5104,2024-11-23,2024-12-03,2024-11-26,CUST_00104,SP,Campinas,TransLog,461.48,5.77,delivered
5105,2024-10-26,2024-11-02,2024-11-03,CUST_00105,BA,Salvador,TransLog,731.09,6.05,delivered
5106,2024-11-20,2024-11-29,2024-11-28,CUST_00106,RJ,Rio de Janeiro,FastShip,1038.59,7.11,delivered
5107,2024-03-09,2024-03-23,2024-03-17,CUST_00107,PE,Olinda,TransLog,114.09,3.74,delivered
5108,2024-11-21,2024-11-30,2024-11-27,CUST_00108,PE,Olinda,FastShip,251.74,5.94,delivered
5109,2024-08-28,2024-09-06,2024-09-05,CUST_00109,SC,Joinville,FastShip,831.43,2.99,delivered
5110,2024-07-13,2024-07-18,2024-07-20,CUST_00110,SC,Florianópolis,LocalEx,311.8,2.49,delivered
5111,2024-12-28,2024-12-30,2025-01-01,CUST_00111,PR,Curitiba,LocalEx,830.14,5.05,delivered
5112,2024-11-28,2024-12-07,2024-12-04,CUST_00112,BA,Feira de Santana,TransLog,419.93,7.33,delivered
5113,2024-06-06,2024-06-15,2024-06-14,CUST_00113,PR,Curitiba,FastShip,306.56,1.49,delivered
5114,2024-11-03,2024-11-11,2024-11-09,CUST_00114,CE,Caucaia,FastShip,327.01,6.53,delivered
5115,2024-12-07,2024-12-19,2024-12-12,CUST_00115,PE,Recife,FastShip,453.03,4.8,delivered
5116,2024-03-28,2024-04-11,2024-04-05,CUST_00116,BA,Salvador,TransLog,661.34,3.83,delivered
5117,2024-11-21,,2024-11-23,CUST_00117,SC,Joinville,TransLog,262.62,1.24,in_transit
5118,2024-11-30,,2024-12-03,CUST_00118,BA,Feira de Santana,LocalEx,591.14,0.88,in_transit
5119,2024-12-06,2024-12-19,2024-12-12,CUST_00119,GO,Goiânia,LocalEx,579.62,6.65,delivered
5120,2024-05-27,2024-06-02,2024-06-02,CUST_00120,PR,Curitiba,TransLog,614.74,4.99,delivered
5121,2024-10-29,2024-11-05,2024-11-01,CUST_00121,PR,Curitiba,FastShip,639.62,9.2,delivered
5122,2024-12-03,2024-12-05,2024-12-05,CUST_00122,PE,Recife,FastShip,510.09,5.14,delivered
5123,2024-01-02,2024-01-10,2024-01-06,CUST_00123,RS,Caxias do Sul,FastShip,500.4,6.27,delivered
5124,2024-10-16,2024-10-24,2024-10-24,CUST_00124,GO,Goiânia,LocalEx,116.28,7.07,delivered
5125,2024-10-04,2024-10-11,2024-10-08,CUST_00125,SC,Joinville,FastShip,472.03,9.21,delivered
5126,2024-09-11,2024-09-16,2024-09-17,CUST_00126,CE,Fortaleza,FastShip,38.04,7.49,delivered
5127,2024-03-19,,2024-03-25,CUST_00127,GO,Anápolis,LocalEx,529.35,1.25,in_transit
5128,2024-02-03,2024-02-10,2024-02-08,CUST_00128,RS,Porto Alegre,TransLog,54.64,3.35,delivered
5129,2024-06-06,,2024-06-09,CUST_00129,RJ,Niterói,TransLog,676.13,2.32,in_transit
5130,2024-12-28,2025-01-06,2024-12-31,CUST_00130,GO,Anápolis,TransLog,84.19,9.5,delivered
5131,2024-11-13,2024-11-16,2024-11-16,CUST_00131,MG,Belo Horizonte,FastShip,390.34,3.58,delivered
5132,2024-11-24,2024-12-01,2024-11-27,CUST_00132,SP,Campinas,FastShip,127.5,4.37,delivered
5133,2024-10-27,2024-11-02,2024-10-31,CUST_00133,BA,Feira de Santana,FastShip,101.13,9.31,delivered
5134,2024-11-06,2024-11-06,2024-11-08,CUST_00134,GO,Anápolis,LocalEx,812.2,4.08,delivered
5135,2024-12-05,2024-12-19,2024-12-10,CUST_00135,CE,Fortaleza,LocalEx,1056.19,2.08,delivered
5136,2024-06-25,2024-07-01,2024-06-27,CUST_00136,RJ,Niterói,FastShip,342.59,9.05,delivered
5137,2024-06-25,,2024-06-27,CUST_00137,SP,São Paulo,FastShip,194.57,6.6,in_transit
5138,2024-03-19,2024-03-26,2024-03-27,CUST_00138,RJ,Rio de Janeiro,FastShip,113.01,7.09,delivered
5139,2024-08-04,,2024-08-06,CUST_00139,BA,Salvador,TransLog,117.8,0.2,in_transit
5140,2024-07-01,2024-07-08,2024-07-05,CUST_00140,PR,Maringá,FastShip,104.23,9.01,delivered
5141,2024-02-08,2024-02-14,2024-02-10,CUST_00141,RS,Porto Alegre,TransLog,171.54,9.2,delivered
5142,2024-11-07,2024-11-15,2024-11-15,CUST_00142,CE,Fortaleza,LocalEx,877.42,2.26,delivered
5143,2024-09-28,2024-09-30,2024-09-30,CUST_00143,PE,Olinda,TransLog,783.87,4.47,delivered
5144,2024-08-08,,2024-08-12,CUST_00144,SC,Joinville,TransLog,45.91,5.51,in_transit
5145,2024-11-21,2024-12-03,2024-11-27,CUST_00145,GO,Goiânia,LocalEx,1051.77,3.57,delivered
5146,2024-06-14,,2024-06-19,CUST_00146,SC,Joinville,TransLog,873.48,5.36,in_transit
5147,2024-09-27,2024-10-02,2024-10-04,CUST_00147,SC,Joinville,FastShip,603.91,3.11,delivered
5148,2024-11-25,,2024-11-30,CUST_00148,RS,Caxias do Sul,FastShip,450.02,8.36,in_transit
5149,2024-12-17,2024-12-26,2024-12-23,CUST_00149,PR,Maringá,TransLog,844.6,5.21,delivered
5150,2024-09-06,2024-09-12,2024-09-10,CUST_00150,SP,São Paulo,FastShip,189.17,3.09,delivered
5151,2024-05-07,2024-05-15,2024-05-11,CUST_00151,RS,Caxias do Sul,FastShip,62.14,3.16,delivered
5152,2024-08-20,2024-08-21,2024-08-23,CUST_00152,SP,Campinas,TransLog,374.15,0.81,delivered
5153,2024-11-21,2024-12-01,2024-11-24,CUST_00153,RJ,Rio de Janeiro,FastShip,395.5,9.65,delivered
5154,2024-12-08,2024-12-13,2024-12-12,CUST_00154,RJ,Niterói,TransLog,955.4,9.92,delivered
5155,2024-08-01,2024-08-05,2024-08-06,CUST_00155,SC,Joinville,FastShip,414.11,7.66,delivered
5156,2024-08-21,,2024-08-23,CUST_00156,RJ,Niterói,TransLog,771.25,0.98,in_transit
5157,2024-12-03,2024-12-13,2024-12-10,CUST_00157,RJ,Niterói,FastShip,1114.22,6.17,delivered
5158,2024-02-07,,2024-02-12,CUST_00158,RS,Caxias do Sul,FastShip,780.7,2.67,in_transit
5159,2024-11-22,2024-11-30,2024-11-30,CUST_00159,SC,Florianópolis,TransLog,1144.24,3.08,delivered
5160,2024-11-14,2024-11-17,2024-11-17,CUST_00160,SC,Joinville,FastShip,97.01,0.71,delivered
5161,2024-01-17,2024-01-29,2024-01-24,CUST_00161,SC,Joinville,LocalEx,498.91,4.76,delivered
5162,2024-12-05,2024-12-18,2024-12-10,CUST_00162,RJ,Niterói,FastShip,1564.93,1.29,delivered
5163,2024-11-24,2024-12-01,2024-11-30,CUST_00163,RS,Caxias do Sul,TransLog,1492.46,6.4,delivered
5164,2024-09-19,2024-09-26,2024-09-25,CUST_00164,RJ,Rio de Janeiro,FastShip,315.45,4.61,delivered
5165,2024-07-02,2024-07-10,2024-07-06,CUST_00165,MG,Uberlândia,LocalEx,214.33,4.08,delivered
5166,2024-11-27,,2024-12-05,CUST_00166,SC,Florianópolis,FastShip,1428.72,6.31,in_transit
5167,2024-11-29,2024-12-12,2024-12-02,CUST_00167,SC,Joinville,FastShip,974.11,1.75,delivered
5168,2024-11-29,,2024-12-05,CUST_00168,RJ,Niterói,LocalEx,1576.5,4.58,in_transit
5169,2024-11-13,2024-11-21,2024-11-15,CUST_00169,SP,Campinas,TransLog,124.11,6.39,delivered
5170,2024-09-07,2024-09-08,2024-09-09,CUST_00170,SP,Santos,FastShip,321.41,2.0,delivered
5171,2024-01-02,2024-01-13,2024-01-07,CUST_00171,SC,Joinville,FastShip,408.3,7.82,delivered
5172,2024-03-16,2024-03-19,2024-03-20,CUST_00172,GO,Anápolis,TransLog,61.25,9.36,delivered
5173,2024-11-07,2024-11-11,2024-11-11,CUST_00173,SP,Santos,TransLog,490.41,6.26,delivered
5174,2024-11-26,2024-12-08,2024-12-01,CUST_00174,RJ,Niterói,FastShip,1124.98,6.81,delivered
5175,2024-11-29,2024-12-09,2024-12-06,CUST_00175,GO,Anápolis,FastShip,1063.19,4.15,delivered
5176,2024-07-01,2024-07-03,2024-07-04,CUST_00176,MG,Belo Horizonte,TransLog,831.83,7.7,delivered
5177,2024-04-08,2024-04-09,2024-04-10,CUST_00177,RJ,Niterói,TransLog,330.25,1.82,delivered
5178,2024-06-01,,2024-06-04,CUST_00178,RJ,Rio de Janeiro,LocalEx,186.96,4.56,in_transit
5179,2024-05-08,,2024-05-12,CUST_00179,BA,Feira de Santana,TransLog,871.06,0.99,in_transit
5180,2024-11-15,,2024-11-19,CUST_00180,PR,Curitiba,TransLog,288.05,3.22,in_transit
5181,2024-09-19,2024-09-29,2024-09-26,CUST_00181,RS,Caxias do Sul,TransLog,240.03,3.19,delivered
5182,2024-10-04,,2024-10-09,CUST_00182,MG,Belo Horizonte,TransLog,378.88,1.59,in_transit
5183,2024-11-05,2024-11-13,2024-11-13,CUST_00183,PE,Recife,FastShip,47.9,3.08,delivered
5184,2024-07-24,2024-07-30,2024-07-26,CUST_00184,PR,Maringá,TransLog,757.66,8.05,delivered
5185,2024-07-21,2024-07-25,2024-07-25,CUST_00185,BA,Feira de Santana,LocalEx,152.06,4.77,delivered
5186,2024-12-06,2024-12-11,2024-12-08,CUST_00186,CE,Fortaleza,FastShip,248.63,2.46,delivered
5187,2024-01-15,2024-01-23,2024-01-22,CUST_00187,PR,Curitiba,TransLog,240.17,2.53,delivered
5188,2024-11-01,2024-11-08,2024-11-04,CUST_00188,MG,Uberlândia,LocalEx,131.9,3.67,delivered
5189,2024-03-22,2024-03-30,2024-03-25,CUST_00189,RS,Caxias do Sul,TransLog,252.01,7.27,delivered
5190,2024-11-21,2024-12-03,2024-11-23,CUST_00190,PR,Curitiba,FastShip,796.84,8.79,delivered
5191,2024-12-02,2024-12-15,2024-12-10,CUST_00191,MG,Uberlândia,LocalEx,896.49,9.3,delivered
5192,2024-07-17,2024-07-28,2024-07-24,CUST_00192,RS,Caxias do Sul,TransLog,746.44,7.7,delivered
5193,2024-12-01,2024-12-17,2024-12-07,CUST_00193,RS,Caxias do Sul,TransLog,683.25,3.43,delivered
5194,2024-11-20,2024-11-26,2024-11-24,CUST_00194,PR,Curitiba,LocalEx,1652.6,5.4,delivered
5195,2024-11-15,2024-11-25,2024-11-20,CUST_00195,PE,Olinda,TransLog,87.59,1.49,delivered
5196,2024-12-09,,2024-12-11,CUST_00196,SP,São Paulo,TransLog,73.52,1.4,in_transit
5197,2024-11-19,2024-11-21,2024-11-21,CUST_00197,RJ,Niterói,FastShip,201.16,6.95,delivered
5198,2024-05-02,2024-05-09,2024-05-08,CUST_00198,GO,Anápolis,FastShip,70.33,6.41,delivered
5199,2024-12-03,2024-12-11,2024-12-07,CUST_00199,MG,Uberlândia,FastShip,66.23,0.34,delivered
5200,2024-11-27,2024-12-07,2024-12-01,CUST_00200,RS,Caxias do Sul,TransLog,113.02,3.67,delivered
5201,2024-01-23,2024-01-31,2024-01-29,CUST_00201,BA,Salvador,TransLog,476.85,8.85,delivered
5202,2024-11-26,2024-12-11,2024-12-04,CUST_00202,PE,Recife,FastShip,1012.46,7.97,delivered
5203,2024-09-12,,2024-09-19,CUST_00203,SP,Santos,TransLog,733.58,5.62,in_transit
5204,2024-11-26,2024-12-07,2024-12-01,CUST_00204,BA,Salvador,TransLog,741.05,6.42,delivered
5205,2024-01-06,2024-01-11,2024-01-08,CUST_00205,BA,Salvador,TransLog,811.62,2.41,delivered
5206,2024-01-27,2024-02-04,2024-01-29,CUST_00206,GO,Anápolis,TransLog,783.72,7.35,delivered
5207,2024-12-07,2024-12-20,2024-12-15,CUST_00207,RS,Caxias do Sul,TransLog,979.96,5.58,delivered
5208,2024-03-05,2024-03-13,2024-03-11,CUST_00208,PR,Maringá,TransLog,685.25,2.98,delivered
5209,2024-04-25,2024-04-28,2024-04-30,CUST_00209,BA,Feira de Santana,FastShip,565.63,2.26,delivered
5210,2024-10-14,2024-10-21,2024-10-18,CUST_00210,GO,Anápolis,FastShip,166.76,9.76,delivered
5211,2024-05-19,2024-05-26,2024-05-22,CUST_00211,PR,Maringá,TransLog,717.3,1.54,delivered
5212,2024-08-05,,2024-08-09,CUST_00212,GO,Anápolis,FastShip,401.59,3.9,in_transit
5213,2024-01-10,2024-01-24,2024-01-18,CUST_00213,RS,Caxias do Sul,FastShip,125.26,5.8,delivered
5214,2024-07-21,2024-07-28,2024-07-26,CUST_00214,SC,Florianópolis,TransLog,861.99,4.47,delivered
5215,2024-05-29,2024-06-07,2024-06-01,CUST_00215,BA,Salvador,FastShip,162.32,3.22,delivered
5216,2024-11-04,2024-11-09,2024-11-06,CUST_00216,RS,Caxias do Sul,FastShip,810.58,8.22,delivered
5217,2024-12-08,2024-12-18,2024-12-12,CUST_00217,PR,Curitiba,TransLog,249.7,2.79,delivered
5218,2024-09-05,2024-09-09,2024-09-08,CUST_00218,CE,Caucaia,TransLog,578.17,3.99,delivered
5219,2024-04-11,2024-04-11,2024-04-13,CUST_00219,SP,Campinas,FastShip,302.99,9.96,delivered
5220,2024-04-26,2024-05-04,2024-05-02,CUST_00220,RJ,Rio de Janeiro,FastShip,472.44,4.09,delivered
5221,2024-07-21,2024-08-02,2024-07-28,CUST_00221,MG,Uberlândia,FastShip,728.28,0.47,delivered
5222,2024-12-05,2024-12-13,2024-12-09,CUST_00222,BA,Feira de Santana,TransLog,555.81,2.51,delivered
5223,2024-09-13,2024-09-23,2024-09-18,CUST_00223,PE,Recife,LocalEx,275.58,8.12,delivered
5224,2024-12-02,2024-12-16,2024-12-09,CUST_00224,GO,Goiânia,FastShip,100.51,5.26,delivered
5225,2024-01-10,2024-01-16,2024-01-13,CUST_00225,SP,Campinas,LocalEx,184.55,8.54,delivered
5226,2024-05-04,2024-05-14,2024-05-10,CUST_00226,RS,Porto Alegre,FastShip,725.79,2.01,delivered
5227,2024-06-05,2024-06-15,2024-06-11,CUST_00227,PE,Recife,TransLog,584.78,1.67,delivered
5228,2024-07-09,,2024-07-12,CUST_00228,PE,Recife,TransLog,96.28,5.14,in_transit
5229,2024-12-13,2024-12-20,2024-12-17,CUST_00229,GO,Goiânia,TransLog,767.67,4.99,delivered
5230,2024-09-02,2024-09-11,2024-09-05,CUST_00230,SC,Joinville,FastShip,359.07,1.94,delivered
5231,2024-10-24,2024-11-01,2024-10-27,CUST_00231,CE,Caucaia,FastShip,57.61,9.07,delivered
5232,2024-11-28,2024-12-10,2024-11-30,CUST_00232,BA,Feira de Santana,FastShip,802.97,3.76,delivered
5233,2024-08-18,2024-08-27,2024-08-21,CUST_00233,CE,Caucaia,FastShip,309.79,3.91,delivered
5234,2024-04-07,2024-04-12,2024-04-14,CUST_00234,PR,Curitiba,FastShip,403.13,9.09,delivered
5235,2024-04-28,2024-05-06,2024-05-06,CUST_00235,GO,Anápolis,FastShip,342.17,7.06,delivered
5236,2024-12-05,2024-12-09,2024-12-10,CUST_00236,RJ,Rio de Janeiro,FastShip,602.4,1.35,delivered
5237,2024-01-02,2024-01-12,2024-01-10,CUST_00237,MG,Belo Horizonte,FastShip,254.31,3.15,delivered
5238,2024-03-05,2024-03-16,2024-03-13,CUST_00238,SP,Santos,TransLog,310.51,1.51,delivered
5239,2024-12-04,2024-12-12,2024-12-08,CUST_00239,GO,Anápolis,FastShip,1328.63,3.55,delivered
5240,2024-01-11,,2024-01-17,CUST_00240,PE,Recife,LocalEx,690.22,7.44,in_transit
5241,2024-12-02,,2024-12-06,CUST_00241,MG,Uberlândia,TransLog,283.96,7.29,in_transit
5242,2024-11-29,2024-12-08,2024-12-02,CUST_00242,SP,São Paulo,FastShip,322.85,6.31,delivered
5243,2024-11-23,2024-12-05,2024-11-30,CUST_00243,MG,Uberlândia,LocalEx,1276.77,0.89,delivered
5244,2024-11-24,2024-12-04,2024-11-27,CUST_00244,PE,Olinda,LocalEx,424.42,5.56,delivered
